# GVClass Pipeline Version: 1.0.0
query	taxonomy_majority	taxonomy_strict	species	genus	family	order	class	phylum	domain	avgdist	order_dup	order_completeness	gvog4_unique	gvog8_unique	gvog8_total	gvog8_dup	mcp_total	mirus_unique	mirus_total	mirus_dup	mrya_unique	mrya_total	phage_unique	phage_total	cellular_unique	cellular_total	cellular_dup	contigs	LENbp	GCperc	genecount	CODINGperc	ttable
bin_2165	s_;g_;f_Mimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__Prymnesium_kappa_virus_RF01:12(18.46%),NCLDV__GVMAG-M-3300009684-20:11(16.92%),NCLDV__SRX327520-277:7(10.77%),NCLDV__Edafosvirus_sp-_:4(6.15%),NCLDV__Catovirus_CTV1_:4(6.15%),NCLDV__GVMAG-S-1101174-64:3(4.62%),NCLDV__GVMAG-S-1035303-20:3(4.62%),NCLDV__GVMAG-M-3300023179-27:2(3.08%),NCLDV__SRX327520-331:2(3.08%),NCLDV__Bodo_saltans_virus_strain=NG1:2(3.08%),NCLDV__SRX327520-21:2(3.08%),NCLDV__ERX552254-13:2(3.08%),NCLDV__ERX552300-8:1(1.54%),NCLDV__ERX556059-13:1(1.54%),NCLDV__ERX555926-32:1(1.54%),NCLDV__GVMAG-M-3300023179-103:1(1.54%),NCLDV__GVMAG-M-3300012954-26:1(1.54%),NCLDV__Hyperionvirus_sp-_:1(1.54%),NCLDV__GVMAG-M-3300017788-2:1(1.54%),NCLDV__GVMAG-M-3300022916-4:1(1.54%),NCLDV__Terrestrivirus_sp-_:1(1.54%),NCLDV__Satyrvirus_sp-_:1(1.54%),EUK__Amoeba:1(1.54%)	NCLDV__g323:14(21.54%),NCLDV__Biavirus:12(18.46%),NCLDV__g236:10(15.38%),NCLDV__g238-Klosneuvirinae:4(6.15%),NCLDV__g241-Klosneuvirinae:4(6.15%),NCLDV__g235:2(3.08%),NCLDV__g242:2(3.08%),NCLDV__g237:2(3.08%),NCLDV__g245:2(3.08%),NCLDV__g239-Klosneuvirinae:2(3.08%),NCLDV__g219:2(3.08%),NCLDV__g230:1(1.54%),NCLDV__g300:1(1.54%),NCLDV__g215:1(1.54%),NCLDV__g234-Klosneuvirinae:1(1.54%),NCLDV__g343:1(1.54%),NCLDV__g209:1(1.54%),NCLDV__g229:1(1.54%),NCLDV__g246-Megamimivirinae:1(1.54%),EUK__Amoebidae:1(1.54%)	NCLDV__Mimiviridae:36(55.38%),NCLDV__Mesomimiviridae:15(23.08%),NCLDV__Schizomimiviridae:12(18.46%),NCLDV__Allomimiviridae:1(1.54%),EUK__Euamoebida:1(1.54%)	NCLDV__Imitervirales:64(98.46%),EUK__Elardia:1(1.54%)	NCLDV__Megaviricetes:64(98.46%),EUK__Tubulinea:1(1.54%)	NCLDV__Nucleocytoviricota:64(98.46%),EUK__Eukaryota:1(1.54%)	NCLDV:64(98.46%),EUK:1(1.54%)	4.32136683163077	1.31	50.56	2	4	5	1.25	1	0	0	0.0	1	1	0	0	0	0	0	63	371671	22.33	388	92.77	codemeta
bin_2168	s_;g_;f_IM_08;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-S-1035237-23:8(21.05%),NCLDV__GVMAG-M-3300023174-204:7(18.42%),NCLDV__SRX802077-138:6(15.79%),NCLDV__SRX802202-7:5(13.16%),NCLDV__GVMAG-M-3300025822-14:3(7.89%),ARC__Pyrococcus:2(5.26%),NCLDV__GVMAG-M-3300023179-153:1(2.63%),NCLDV__ERX555933-51:1(2.63%),ARC__Thermoplasma:1(2.63%),NCLDV__Prymnesium_kappa_virus_RF01:1(2.63%),NCLDV__GVMAG-M-3300001348-16:1(2.63%),NCLDV__GVMAG-S-1091232-121:1(2.63%),NCLDV__GVMAG-M-3300023184-168:1(2.63%)	NCLDV__g284:11(28.95%),NCLDV__g322:8(21.05%),NCLDV__g288:6(15.79%),NCLDV__g287:5(13.16%),ARC__Thermococcaceae:2(5.26%),NCLDV__g337:1(2.63%),NCLDV__g285:1(2.63%),ARC__Thermoplasmataceae:1(2.63%),NCLDV__Biavirus:1(2.63%),NCLDV__g215:1(2.63%),NCLDV__g335:1(2.63%)	NCLDV__IM_08:23(60.53%),NCLDV__Mesomimiviridae:10(26.32%),ARC__Thermococcales:2(5.26%),ARC__Thermoplasmatales:1(2.63%),NCLDV__Schizomimiviridae:1(2.63%),NCLDV__Mimiviridae:1(2.63%)	NCLDV__Imitervirales:35(92.11%),ARC__Thermococci:2(5.26%),ARC__Thermoplasmata:1(2.63%)	NCLDV__Megaviricetes:35(92.11%),ARC__Methanobacteriota_B:2(5.26%),ARC__Thermoplasmatota:1(2.63%)	NCLDV__Nucleocytoviricota:35(92.11%),ARC__Archaea:3(7.89%)	NCLDV:35(92.11%),ARC:3(7.89%)	5.869866988644736	1.22	25.84	1	1	2	2.0	2	0	0	0.0	0	0	0	0	0	0	0	62	323734	25.5	266	87.66	code4
bin_2182	s_;g_;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-S-1101174-84:12(13.04%),NCLDV__GVMAG-M-3300027969-16:11(11.96%),NCLDV__GVMAG-M-3300023174-6:10(10.87%),NCLDV__GVMAG-S-3300013286-35:7(7.61%),NCLDV__GVMAG-M-3300009163-47:6(6.52%),NCLDV__GVMAG-M-3300009151-43:6(6.52%),NCLDV__SRX802074-61:6(6.52%),NCLDV__GVMAG-M-3300027963-41:5(5.43%),NCLDV__GVMAG-M-3300023174-16:4(4.35%),NCLDV__GVMAG-M-3300023179-97:4(4.35%),NCLDV__GVMAG-S-1035414-12:3(3.26%),NCLDV__GVMAG-M-3300023174-141:3(3.26%),NCLDV__GVMAG-M-3300013006-15:3(3.26%),NCLDV__GVMAG-M-3300025316-29:2(2.17%),ARC__Saccharolobus:2(2.17%),NCLDV__GVMAG-S-1006664-89:1(1.09%),NCLDV__GVMAG-M-3300027708-20:1(1.09%),NCLDV__Mimivirus_LCMiAC02:1(1.09%),NCLDV__GVMAG-M-3300012920-24:1(1.09%),NCLDV__GVMAG-M-3300013285-6:1(1.09%),NCLDV__GVMAG-S-3300002092-30:1(1.09%),NCLDV__ERX552270-108:1(1.09%),NCLDV__GVMAG-M-3300023184-88:1(1.09%)	NCLDV__g318:34(36.96%),NCLDV__g314:12(13.04%),NCLDV__g319:12(13.04%),NCLDV__g317:7(7.61%),NCLDV__g276:6(6.52%),NCLDV__g315:5(5.43%),NCLDV__g320:5(5.43%),NCLDV__g316:4(4.35%),ARC__Sulfolobaceae:2(2.17%),NCLDV__g335:1(1.09%),NCLDV__g232:1(1.09%),NCLDV__g340:1(1.09%),NCLDV__g323:1(1.09%),NCLDV__g344:1(1.09%)	NCLDV__Mesomimiviridae:83(90.22%),NCLDV__IM_09:6(6.52%),ARC__Sulfolobales:2(2.17%),NCLDV__Mimiviridae:1(1.09%)	NCLDV__Imitervirales:90(97.83%),ARC__Thermoproteia:2(2.17%)	NCLDV__Megaviricetes:90(97.83%),ARC__Thermoproteota:2(2.17%)	NCLDV__Nucleocytoviricota:90(97.83%),ARC__Archaea:2(2.17%)	NCLDV:90(97.83%),ARC:2(2.17%)	4.266348093596739	1.35	69.66	1	3	5	1.67	4	0	0	0.0	0	0	0	0	0	0	0	34	356563	43.35	390	93.64	code1
bin_2183	s_;g_g335;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300009164-69:34(48.57%),NCLDV__GVMAG-S-1101161-78:7(10.00%),NCLDV__GVMAG-M-3300005662-30:5(7.14%),NCLDV__GVMAG-M-3300009164-3:4(5.71%),NCLDV__GVMAG-M-3300010158-13:3(4.29%),NCLDV__GVMAG-M-3300023174-2:3(4.29%),NCLDV__ERX556019-13:2(2.86%),NCLDV__GVMAG-M-3300023179-90:2(2.86%),BAC__LLD-282:1(1.43%),NCLDV__GVMAG-M-3300024314-16:1(1.43%),NCLDV__GVMAG-S-1101166-70:1(1.43%),NCLDV__GVMAG-M-3300017956-3:1(1.43%),NCLDV__GVMAG-S-3300013285-29:1(1.43%),NCLDV__GVMAG-M-3300020187-94:1(1.43%),NCLDV__GVMAG-M-3300023174-134:1(1.43%),NCLDV__GVMAG-M-3300027747-57:1(1.43%),NCLDV__GVMAG-S-3300002092-30:1(1.43%),NCLDV__GVMAG-M-3300009187-29:1(1.43%)	NCLDV__g335:68(97.14%),BAC__LLD-282:1(1.43%),NCLDV__g323:1(1.43%)	NCLDV__Mesomimiviridae:69(98.57%),BAC__LLD-282:1(1.43%)	NCLDV__Imitervirales:69(98.57%),BAC__Gammaproteobacteria:1(1.43%)	NCLDV__Megaviricetes:69(98.57%),BAC__Pseudomonadota:1(1.43%)	NCLDV__Nucleocytoviricota:69(98.57%),BAC__Bacteria:1(1.43%)	NCLDV:69(98.57%),BAC:1(1.43%)	4.062993972072857	1.25	62.92	3	4	5	1.25	2	0	0	0.0	0	0	0	0	0	0	0	50	259051	34.31	280	82.15	code11
bin_2189	s_GVMAG-M-3300023184-177;g_g220;f_Mimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300023184-177:37(51.39%),NCLDV__Prymnesium_kappa_virus_RF01:12(16.67%),NCLDV__Catovirus_CTV1_:4(5.56%),NCLDV__ERX552254-13:2(2.78%),EUK__Chattonella:2(2.78%),NCLDV__GVMAG-M-3300024502-1:2(2.78%),NCLDV__GVMAG-S-1101164-76:2(2.78%),NCLDV__SRX559902-76:1(1.39%),NCLDV__GVMAG-M-3300012920-24:1(1.39%),NCLDV__Moumouvirus_goulette_:1(1.39%),NCLDV__Edafosvirus_sp-_:1(1.39%),NCLDV__Cafeteria_roenbergensis_virus_BV-PW1_strain=BV-PW1:1(1.39%),NCLDV__ERX555952-65:1(1.39%),NCLDV__GVMAG-M-3300022752-81:1(1.39%),NCLDV__SRX802073-13:1(1.39%),NCLDV__GVMAG-M-3300023179-2:1(1.39%),NCLDV__GVMAG-M-3300024261-33:1(1.39%),NCLDV__ERX552270-108:1(1.39%)	NCLDV__g220:39(54.17%),NCLDV__Biavirus:12(16.67%),NCLDV__g241-Klosneuvirinae:4(5.56%),NCLDV__g219:3(4.17%),EUK__Chattonellaceae:2(2.78%),NCLDV__g96:2(2.78%),NCLDV__g297:2(2.78%),NCLDV__g250:1(1.39%),NCLDV__g340:1(1.39%),NCLDV__g246-Megamimivirinae:1(1.39%),NCLDV__g238-Klosneuvirinae:1(1.39%),NCLDV__g225-Aliimimivirinae:1(1.39%),NCLDV__g283:1(1.39%),NCLDV__g222:1(1.39%),NCLDV__g344:1(1.39%)	NCLDV__Mimiviridae:50(69.44%),NCLDV__Schizomimiviridae:12(16.67%),EUK__Chattonellales:2(2.78%),NCLDV__Mesomimiviridae:2(2.78%),NCLDV__PM_01:2(2.78%),NCLDV__Allomimiviridae:2(2.78%),NCLDV__IM_14:1(1.39%),NCLDV__IM_08:1(1.39%)	NCLDV__Imitervirales:68(94.44%),EUK__Raphidophyceae:2(2.78%),NCLDV__Pimascovirales:2(2.78%)	NCLDV__Megaviricetes:70(97.22%),EUK__Eukaryota_X:2(2.78%)	NCLDV__Nucleocytoviricota:70(97.22%),EUK__Eukaryota:2(2.78%)	NCLDV:70(97.22%),EUK:2(2.78%)	1.8159692041361108	1.56	50.56	3	5	6	1.2	3	0	0	0.0	0	0	0	0	0	0	0	49	286263	23.6	307	90.92	code129
bin_2192	s_;g_g314;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-M-3300023174-154:31(31.00%),NCLDV__GVMAG-S-1101164-105:11(11.00%),NCLDV__GVMAG-S-1101181-136:9(9.00%),NCLDV__GVMAG-S-3300010158-137:7(7.00%),NCLDV__GVMAG-M-3300013285-6:5(5.00%),NCLDV__GVMAG-M-3300009180-16:4(4.00%),NCLDV__GVMAG-S-1101165-84:4(4.00%),NCLDV__GVMAG-M-3300010158-60:4(4.00%),NCLDV__GVMAG-M-3300023184-121:4(4.00%),NCLDV__GVMAG-S-3300010158-104:3(3.00%),NCLDV__GVMAG-M-3300023174-60:3(3.00%),NCLDV__GVMAG-S-1101172-89:2(2.00%),NCLDV__GVMAG-M-3300023184-77:1(1.00%),NCLDV__GVMAG-S-1006664-89:1(1.00%),NCLDV__GVMAG-M-3300020178-15:1(1.00%),NCLDV__GVMAG-M-3300004806-7:1(1.00%),NCLDV__SRX331703-51:1(1.00%),NCLDV__GVMAG-M-3300023184-14:1(1.00%),NCLDV__GVMAG-M-3300027969-16:1(1.00%),NCLDV__GVMAG-M-3300027804-59:1(1.00%),NCLDV__GVMAG-S-1101164-72:1(1.00%),NCLDV__GVMAG-M-3300027759-16:1(1.00%),NCLDV__GVMAG-M-3300027804-12:1(1.00%),NCLDV__GVMAG-M-3300027712-16:1(1.00%),NCLDV__SRX331965-10:1(1.00%)	NCLDV__g314:84(84.00%),NCLDV__g316:13(13.00%),NCLDV__g315:1(1.00%),NCLDV__g177:1(1.00%),NCLDV__g317:1(1.00%)	NCLDV__Mesomimiviridae:99(99.00%),NCLDV__AG_01:1(1.00%)	NCLDV__Imitervirales:99(99.00%),NCLDV__Algavirales:1(1.00%)	NCLDV__Megaviricetes:100(100.00%)	NCLDV__Nucleocytoviricota:100(100.00%)	NCLDV:100(100.00%)	3.138642690437	1.48	79.78	4	6	6	1.0	6	1	1	1.0	1	1	0	0	0	0	0	22	449763	48.89	432	94.54	code11
bin_2193	s_;g_g319;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300027749-36:36(29.51%),NCLDV__GVMAG-S-1101174-84:12(9.84%),NCLDV__GVMAG-M-3300023174-132:11(9.02%),NCLDV__GVMAG-M-3300023179-74:9(7.38%),NCLDV__GVMAG-S-1035100-100:6(4.92%),NCLDV__SRX331950-48:6(4.92%),NCLDV__GVMAG-S-3300013286-35:6(4.92%),BAC__RGVZ01:4(3.28%),NCLDV__GVMAG-M-3300023179-138:4(3.28%),NCLDV__GVMAG-M-3300009151-43:4(3.28%),NCLDV__GVMAG-M-3300023174-154:3(2.46%),NCLDV__GVMAG-M-3300009184-42:3(2.46%),NCLDV__GVMAG-S-1101181-136:3(2.46%),NCLDV__GVMAG-M-3300017963-10:2(1.64%),NCLDV__GVMAG-S-1101164-76:2(1.64%),NCLDV__GVMAG-M-3300023179-153:1(0.82%),EUK__Chlamydomonas:1(0.82%),NCLDV__Terrestrivirus_sp-_:1(0.82%),NCLDV__GVMAG-M-3300023174-208:1(0.82%),NCLDV__GVMAG-M-3300023184-62:1(0.82%),NCLDV__GVMAG-M-3300009068-1:1(0.82%),NCLDV__GVMAG-M-3300023179-97:1(0.82%),NCLDV__GVMAG-M-3300027969-16:1(0.82%),NCLDV__GVMAG-M-3300009684-23:1(0.82%),NCLDV__ERX552270-108:1(0.82%),NCLDV__Brazilian_marseillevirus_strain=BH2014:1(0.82%)	NCLDV__g319:84(68.85%),NCLDV__g314:10(8.20%),NCLDV__g317:6(4.92%),BAC__RGVZ01:4(3.28%),NCLDV__g318:4(3.28%),NCLDV__g265:2(1.64%),NCLDV__g315:2(1.64%),NCLDV__g297:2(1.64%),NCLDV__g337:1(0.82%),EUK__Chlamydomonadaceae:1(0.82%),NCLDV__g239-Klosneuvirinae:1(0.82%),NCLDV__g309:1(0.82%),NCLDV__g320:1(0.82%),NCLDV__g336:1(0.82%),NCLDV__g344:1(0.82%),NCLDV__g51:1(0.82%)	NCLDV__Mesomimiviridae:110(90.16%),BAC__Oligoflexales:4(3.28%),NCLDV__Allomimiviridae:3(2.46%),NCLDV__IM_13:2(1.64%),EUK__Chlamydomonadales:1(0.82%),NCLDV__Mimiviridae:1(0.82%),NCLDV__PM_05:1(0.82%)	NCLDV__Imitervirales:116(95.08%),BAC__Oligoflexia:4(3.28%),EUK__Chlorophyceae:1(0.82%),NCLDV__Pimascovirales:1(0.82%)	NCLDV__Megaviricetes:117(95.90%),BAC__Bdellovibrionota:4(3.28%),EUK__Chlorophyta:1(0.82%)	NCLDV__Nucleocytoviricota:117(95.90%),BAC__Bacteria:4(3.28%),EUK__Eukaryota:1(0.82%)	NCLDV:117(95.90%),BAC:4(3.28%),EUK:1(0.82%)	2.674243535468853	1.48	93.26	4	6	9	1.5	8	0	0	0.0	1	1	0	0	0	0	0	6	410182	52.78	425	93.58	code1
bin_2196	s_;g_g336;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300024312-6:31(50.00%),NCLDV__GVMAG-M-3300023174-182:13(20.97%),NCLDV__GVMAG-M-3300009155-2:4(6.45%),NCLDV__GVMAG-M-3300003395-8:2(3.23%),EUK__Danio:2(3.23%),NCLDV__GVMAG-M-3300027804-36:2(3.23%),NCLDV__GVMAG-M-3300009151-82:2(3.23%),NCLDV__GVMAG-M-3300024277-1:1(1.61%),NCLDV__GVMAG-M-3300023174-1:1(1.61%),NCLDV__GVMAG-M-3300023184-118:1(1.61%),NCLDV__GVMAG-M-3300023184-86:1(1.61%),NCLDV__GVMAG-S-1101165-79:1(1.61%),NCLDV__GVMAG-M-3300009164-8:1(1.61%)	NCLDV__g336:60(96.77%),EUK__Danionidae:2(3.23%)	NCLDV__Mesomimiviridae:60(96.77%),EUK__Cypriniformes:2(3.23%)	NCLDV__Imitervirales:60(96.77%),EUK__Actinopteri:2(3.23%)	NCLDV__Megaviricetes:60(96.77%),EUK__Chordata:2(3.23%)	NCLDV__Nucleocytoviricota:60(96.77%),EUK__Eukaryota:2(3.23%)	NCLDV:60(96.77%),EUK:2(3.23%)	2.935905074169354	1.17	47.19	3	4	6	1.5	1	0	0	0.0	1	1	0	0	0	0	0	45	278914	30.16	308	91.72	code4
bin_2203	s_;g_g336;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300027746-47:9(11.54%),NCLDV__Prymnesium_kappa_virus_RF01:9(11.54%),EUK__Anaeramoeba:8(10.26%),NCLDV__SRX331950-43:7(8.97%),NCLDV__GVMAG-M-3300023179-114:7(8.97%),NCLDV__GVMAG-S-3300013014-104:6(7.69%),NCLDV__GVMAG-M-3300019093-7:6(7.69%),NCLDV__ERX552270-108:5(6.41%),EUK__Coleochaete:5(6.41%),NCLDV__GVMAG-M-3300004240-17:3(3.85%),NCLDV__GVMAG-M-3300023179-18:3(3.85%),NCLDV__SRX331950-15:2(2.56%),NCLDV__GVMAG-S-3300005645-37:2(2.56%),NCLDV__GVMAG-M-3300012920-24:1(1.28%),NCLDV__ERX552274-9:1(1.28%),NCLDV__GVMAG-M-3300024301-20:1(1.28%),NCLDV__ERX552270-94:1(1.28%),NCLDV__GVMAG-S-3300013132-210:1(1.28%),NCLDV__GVMAG-S-3300013014-88:1(1.28%)	NCLDV__g336:48(61.54%),NCLDV__Biavirus:9(11.54%),EUK__Eukaryota_X:8(10.26%),NCLDV__g344:6(7.69%),EUK__Coleochaetaceae:5(6.41%),NCLDV__g340:1(1.28%),NCLDV__g334:1(1.28%)	NCLDV__Mesomimiviridae:56(71.79%),NCLDV__Schizomimiviridae:9(11.54%),EUK__Eukaryota_X:8(10.26%),EUK__Coleochaetales:5(6.41%)	NCLDV__Imitervirales:65(83.33%),EUK__Eukaryota_X:8(10.26%),EUK__Coleochaetophyceae:5(6.41%)	NCLDV__Megaviricetes:65(83.33%),EUK__Eukaryota_X:8(10.26%),EUK__Streptophyta:5(6.41%)	NCLDV__Nucleocytoviricota:65(83.33%),EUK__Eukaryota:13(16.67%)	NCLDV:65(83.33%),EUK:13(16.67%)	3.838023704488462	1.22	67.42	3	4	6	1.5	1	0	0	0.0	1	1	0	0	0	0	0	49	285709	28.07	311	92.56	code4
bin_2204	s_;g_g336;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-M-3300023184-86:12(17.65%),NCLDV__GVMAG-S-1101169-102:8(11.76%),NCLDV__GVMAG-M-3300024502-4:5(7.35%),NCLDV__GVMAG-M-3300009684-23:4(5.88%),NCLDV__GVMAG-M-3300023184-133:4(5.88%),NCLDV__GVMAG-M-3300009684-20:4(5.88%),NCLDV__GVMAG-M-3300009151-82:3(4.41%),NCLDV__GVMAG-M-3300024277-1:3(4.41%),NCLDV__GVMAG-M-3300006752-9:2(2.94%),NCLDV__ERX552270-116:2(2.94%),NCLDV__GVMAG-M-3300023174-147:2(2.94%),NCLDV__GVMAG-M-3300024312-6:2(2.94%),NCLDV__ERX552270-108:2(2.94%),NCLDV__ERX289005-28:1(1.47%),NCLDV__GVMAG-M-3300023179-18:1(1.47%),NCLDV__GVMAG-M-3300004240-17:1(1.47%),NCLDV__GVMAG-M-3300009155-3:1(1.47%),NCLDV__GVMAG-M-3300023174-182:1(1.47%),NCLDV__GVMAG-M-3300023179-67:1(1.47%),NCLDV__GVMAG-M-3300023112-4:1(1.47%),NCLDV__SRX802077-162:1(1.47%),NCLDV__GVMAG-M-3300023174-187:1(1.47%),NCLDV__GVMAG-M-3300021340-17:1(1.47%),NCLDV__GVMAG-M-3300027770-41:1(1.47%),NCLDV__GVMAG-M-3300027804-36:1(1.47%),NCLDV__GVMAG-M-3300023184-72:1(1.47%),NCLDV__GVMAG-M-3300009155-2:1(1.47%),NCLDV__GVMAG-S-1101165-79:1(1.47%)	NCLDV__g336:58(85.29%),NCLDV__g323:4(5.88%),NCLDV__g344:3(4.41%),NCLDV__g304:2(2.94%),NCLDV__g262:1(1.47%)	NCLDV__Mesomimiviridae:65(95.59%),NCLDV__Allomimiviridae:2(2.94%),NCLDV__IM_13:1(1.47%)	NCLDV__Imitervirales:68(100.00%)	NCLDV__Megaviricetes:68(100.00%)	NCLDV__Nucleocytoviricota:68(100.00%)	NCLDV:68(100.00%)	4.609206407258824	1.47	50.56	3	5	5	1.0	0	0	0	0.0	1	1	0	0	0	0	0	47	318056	26.66	358	91.24	codemeta
bin_2206	s_;g_g336;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300024312-6:28(49.12%),EUK__Danio:5(8.77%),NCLDV__GVMAG-M-3300023179-152:4(7.02%),NCLDV__GVMAG-M-3300003395-8:3(5.26%),NCLDV__GVMAG-M-3300012920-24:3(5.26%),NCLDV__GVMAG-M-3300023184-72:3(5.26%),NCLDV__GVMAG-M-3300027969-16:2(3.51%),NCLDV__GVMAG-M-3300009155-2:1(1.75%),NCLDV__GVMAG-M-3300009164-8:1(1.75%),NCLDV__GVMAG-M-3300023174-187:1(1.75%),NCLDV__GVMAG-M-3300023174-147:1(1.75%),NCLDV__GVMAG-M-3300021079-11:1(1.75%),NCLDV__GVMAG-M-3300020728-1:1(1.75%),NCLDV__GVMAG-M-3300009182-16:1(1.75%),NCLDV__GVMAG-M-3300023179-11:1(1.75%),NCLDV__GVMAG-S-1101169-93:1(1.75%)	NCLDV__g336:42(73.68%),EUK__Danionidae:5(8.77%),NCLDV__g335:4(7.02%),NCLDV__g340:3(5.26%),NCLDV__g314:2(3.51%),NCLDV__g322:1(1.75%)	NCLDV__Mesomimiviridae:52(91.23%),EUK__Cypriniformes:5(8.77%)	NCLDV__Imitervirales:52(91.23%),EUK__Actinopteri:5(8.77%)	NCLDV__Megaviricetes:52(91.23%),EUK__Chordata:5(8.77%)	NCLDV__Nucleocytoviricota:52(91.23%),EUK__Eukaryota:5(8.77%)	NCLDV:52(91.23%),EUK:5(8.77%)	3.354863634263158	1.16	48.31	2	2	3	1.5	1	0	0	0.0	0	0	0	0	0	0	0	43	227422	30.75	266	91.92	codemeta
bin_2209	s_;g_;f_IM_13;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300023174-206:26(36.11%),NCLDV__GVMAG-M-3300023112-4:8(11.11%),NCLDV__GVMAG-S-3300009703-83:7(9.72%),NCLDV__GVMAG-M-3300021958-5:5(6.94%),NCLDV__ERX552254-13:3(4.17%),NCLDV__GVMAG-M-3300020185-3:3(4.17%),NCLDV__GVMAG-M-3300011013-19:2(2.78%),NCLDV__ERX552270-108:2(2.78%),NCLDV__GVMAG-M-3300009181-26:2(2.78%),ARC__Ignicoccus:2(2.78%),NCLDV__GVMAG-M-3300005613-33:1(1.39%),NCLDV__GVMAG-M-3300017963-10:1(1.39%),NCLDV__GVMAG-M-3300020187-27:1(1.39%),NCLDV__GVMAG-S-1074262-49:1(1.39%),NCLDV__GVMAG-M-3300023174-167:1(1.39%),NCLDV__GVMAG-M-3300006810-8:1(1.39%),NCLDV__ERX552274-30:1(1.39%),NCLDV__GVMAG-M-3300023184-29:1(1.39%),NCLDV__SRX802074-61:1(1.39%),EUK__Paramecium:1(1.39%),NCLDV__ERX633345-33:1(1.39%),NCLDV__GVMAG-M-3300027788-41:1(1.39%)	NCLDV__g263:26(36.11%),NCLDV__g262:8(11.11%),NCLDV__g293:7(9.72%),NCLDV__g287:5(6.94%),NCLDV__g260:3(4.17%),NCLDV__g219:3(4.17%),NCLDV__g344:3(4.17%),NCLDV__g288:3(4.17%),NCLDV__g336:2(2.78%),ARC__Ignicoccaceae:2(2.78%),NCLDV__g264:1(1.39%),NCLDV__g265:1(1.39%),NCLDV__g291:1(1.39%),NCLDV__g269:1(1.39%),NCLDV__g257:1(1.39%),NCLDV__g343:1(1.39%),NCLDV__g109:1(1.39%),NCLDV__g276:1(1.39%),EUK__Parameciidae:1(1.39%),NCLDV__g207:1(1.39%)	NCLDV__IM_13:41(56.94%),NCLDV__IM_07:8(11.11%),NCLDV__IM_08:8(11.11%),NCLDV__Mesomimiviridae:6(8.33%),NCLDV__Mimiviridae:3(4.17%),ARC__Sulfolobales:2(2.78%),NCLDV__PM_01:1(1.39%),NCLDV__IM_09:1(1.39%),EUK__Peniculida:1(1.39%),NCLDV__incertae_sedis:1(1.39%)	NCLDV__Imitervirales:68(94.44%),ARC__Thermoproteia:2(2.78%),NCLDV__Pimascovirales:1(1.39%),EUK__Oligohymenophorea:1(1.39%)	NCLDV__Megaviricetes:69(95.83%),ARC__Thermoproteota:2(2.78%),EUK__Ciliophora:1(1.39%)	NCLDV__Nucleocytoviricota:69(95.83%),ARC__Archaea:2(2.78%),EUK__Eukaryota:1(1.39%)	NCLDV:69(95.83%),ARC:2(2.78%),EUK:1(1.39%)	3.3879167102527776	1.27	53.93	3	4	6	1.5	0	0	0	0.0	0	0	0	0	0	0	0	58	338981	34.0	343	92.89	code129
